ATM_ID,Location,Transaction_ID,Transaction_Type,Amount_INR,Transaction_DateTime,Predicted_Algorithm
ATM003,Ludhiana,7b4ec5c3,Withdrawal,13900,2025-05-18 06:55:39,knapsack
ATM003,Ludhiana,58ed0d46,Withdrawal,300,2025-06-07 07:21:06,greedy
ATM003,Ludhiana,4702766f,Withdrawal,18500,2025-07-06 05:52:56,knapsack
ATM003,Ludhiana,41f3c878,Withdrawal,15600,2025-04-16 13:25:13,knapsack
ATM003,Ludhiana,b1b42653,Replenishment,720000,2025-04-26 08:29:17,knapsack
ATM003,Ludhiana,d20687e5,Withdrawal,13000,2025-07-11 16:11:42,knapsack
ATM003,Ludhiana,1de5d5ea,Withdrawal,2900,2025-04-25 06:10:18,knapsack
ATM003,Ludhiana,ed39ef94,Withdrawal,12000,2025-05-19 15:13:25,knapsack
ATM003,Ludhiana,c9520c0c,Withdrawal,15000,2025-06-28 11:31:29,knapsack
ATM003,Ludhiana,93f873ac,Replenishment,130000,2025-07-13 23:24:17,knapsack
ATM003,Ludhiana,d3a7c19b,Withdrawal,14500,2025-04-15 14:27:04,knapsack
ATM003,Ludhiana,8d6cb57a,Withdrawal,6500,2025-04-17 21:28:38,knapsack
ATM003,Ludhiana,e1d08064,Withdrawal,1900,2025-04-24 15:40:05,knapsack
ATM003,Ludhiana,17905220,Withdrawal,8600,2025-06-25 18:24:50,knapsack
ATM003,Ludhiana,82fca90f,Withdrawal,19400,2025-06-30 17:00:24,knapsack
ATM003,Ludhiana,dae9c1dd,Withdrawal,19100,2025-05-19 14:53:58,knapsack
ATM003,Ludhiana,05b782cb,Replenishment,480000,2025-05-31 05:34:56,knapsack
ATM003,Ludhiana,1fe56a15,Withdrawal,15800,2025-06-27 13:49:49,knapsack
ATM003,Ludhiana,7ee48a5b,Replenishment,990000,2025-05-16 04:42:15,knapsack
ATM003,Ludhiana,f0777dd9,Withdrawal,6700,2025-05-02 08:55:46,knapsack
ATM003,Ludhiana,ddf2cfac,Replenishment,380000,2025-07-15 00:00:30,knapsack
ATM003,Ludhiana,e30952e1,Replenishment,960000,2025-06-25 16:02:07,knapsack
ATM003,Ludhiana,e06b54f3,Withdrawal,16900,2025-04-24 01:27:06,knapsack
ATM003,Ludhiana,c2fc45fe,Replenishment,860000,2025-07-02 12:15:38,knapsack
ATM003,Ludhiana,7558a0d5,Replenishment,190000,2025-05-27 03:34:50,knapsack
ATM003,Ludhiana,12a192b1,Replenishment,620000,2025-06-25 10:26:19,knapsack
ATM003,Ludhiana,f0bbd75e,Replenishment,620000,2025-07-07 15:07:18,knapsack
ATM003,Ludhiana,b92b4c5a,Replenishment,910000,2025-04-16 16:42:52,knapsack
ATM003,Ludhiana,30eab5e2,Replenishment,740000,2025-06-30 20:54:45,knapsack
ATM003,Ludhiana,ff5f9153,Replenishment,100000,2025-04-28 15:26:15,knapsack
ATM003,Ludhiana,262d39d9,Replenishment,730000,2025-04-22 03:05:15,knapsack
ATM003,Ludhiana,acfa893e,Replenishment,400000,2025-04-28 14:22:13,knapsack
ATM003,Ludhiana,0646fee5,Replenishment,380000,2025-05-04 04:06:51,knapsack
ATM003,Ludhiana,7dd17e44,Replenishment,320000,2025-04-29 03:48:39,knapsack
ATM003,Ludhiana,d8c28893,Replenishment,920000,2025-06-12 06:30:53,knapsack
ATM003,Ludhiana,837da22c,Withdrawal,700,2025-06-08 08:32:57,greedy
ATM003,Ludhiana,4b5df616,Withdrawal,4700,2025-05-04 12:18:16,knapsack
ATM003,Ludhiana,582f6476,Withdrawal,18000,2025-04-19 12:41:14,knapsack
ATM003,Ludhiana,c09ebbd7,Withdrawal,18300,2025-07-15 02:28:15,knapsack
ATM003,Ludhiana,0f07cf09,Withdrawal,10100,2025-06-16 07:17:48,knapsack
ATM003,Ludhiana,a4d32034,Withdrawal,18400,2025-06-23 10:03:49,knapsack
ATM003,Ludhiana,825913d5,Replenishment,800000,2025-06-15 02:49:40,knapsack
ATM003,Ludhiana,e2b7f757,Withdrawal,19100,2025-07-08 08:16:18,knapsack
ATM003,Ludhiana,48140979,Withdrawal,19100,2025-05-25 02:32:16,knapsack
ATM003,Ludhiana,3f7749ca,Withdrawal,12800,2025-05-03 16:48:00,knapsack
ATM003,Ludhiana,5e60674a,Replenishment,380000,2025-06-26 23:38:20,knapsack
ATM003,Ludhiana,007afec0,Withdrawal,3200,2025-05-19 08:10:23,knapsack
ATM003,Ludhiana,b9bf1776,Withdrawal,9700,2025-06-19 02:20:49,knapsack
ATM003,Ludhiana,5cccbf9c,Replenishment,570000,2025-06-20 11:40:52,knapsack
ATM003,Ludhiana,7f82af99,Replenishment,500000,2025-07-15 08:13:11,knapsack
ATM003,Ludhiana,d5e47922,Withdrawal,7000,2025-06-03 22:43:33,knapsack
ATM003,Ludhiana,6f6a2657,Replenishment,490000,2025-05-15 14:35:35,knapsack
ATM003,Ludhiana,bc20c391,Replenishment,150000,2025-05-22 09:35:59,knapsack
ATM003,Ludhiana,9f3c2ab2,Replenishment,640000,2025-05-07 05:43:44,knapsack
ATM003,Ludhiana,61973cb7,Replenishment,420000,2025-06-07 07:13:32,knapsack
ATM003,Ludhiana,cd5ea5af,Replenishment,920000,2025-05-04 11:45:12,knapsack
ATM003,Ludhiana,e3e50507,Replenishment,990000,2025-05-18 05:17:38,knapsack
ATM003,Ludhiana,1c333c0b,Replenishment,620000,2025-04-23 04:34:40,knapsack
ATM003,Ludhiana,1a902ea6,Replenishment,670000,2025-05-04 08:52:08,knapsack
ATM003,Ludhiana,deb6fbbd,Withdrawal,18000,2025-06-30 17:51:45,knapsack
ATM003,Ludhiana,463a12f2,Withdrawal,17400,2025-05-20 07:13:28,knapsack
ATM003,Ludhiana,4d307cfc,Replenishment,620000,2025-07-12 01:48:06,knapsack
ATM003,Ludhiana,003593b3,Replenishment,590000,2025-06-29 13:29:29,knapsack
ATM003,Ludhiana,a8c514de,Withdrawal,6500,2025-06-25 06:42:38,knapsack
ATM003,Ludhiana,41e9dc55,Replenishment,950000,2025-05-02 01:45:58,knapsack
ATM003,Ludhiana,b0acba11,Replenishment,430000,2025-06-14 02:58:23,knapsack
ATM003,Ludhiana,27186a57,Withdrawal,14000,2025-06-13 17:54:47,knapsack
ATM003,Ludhiana,8c3b75a1,Withdrawal,13900,2025-05-16 14:13:17,knapsack
ATM003,Ludhiana,b37b29fa,Withdrawal,3200,2025-06-18 18:52:44,knapsack
ATM003,Ludhiana,826c6175,Replenishment,550000,2025-04-16 05:04:44,knapsack
ATM003,Ludhiana,29025fdf,Replenishment,110000,2025-07-03 09:39:26,knapsack
ATM003,Ludhiana,5fa903fb,Replenishment,590000,2025-07-01 12:09:13,knapsack
ATM003,Ludhiana,0204c6ad,Withdrawal,5600,2025-06-23 15:58:40,knapsack
ATM003,Ludhiana,2fcb5ae2,Replenishment,430000,2025-05-31 08:55:10,knapsack
ATM003,Ludhiana,df5fa607,Replenishment,420000,2025-07-02 04:31:40,knapsack
ATM003,Ludhiana,1d5b1804,Replenishment,360000,2025-06-16 05:16:01,knapsack
ATM003,Ludhiana,01556ece,Withdrawal,12600,2025-05-23 02:56:21,knapsack
ATM003,Ludhiana,6c0be881,Withdrawal,9800,2025-04-29 14:50:43,knapsack
ATM003,Ludhiana,5c9aea7f,Withdrawal,1500,2025-04-30 16:38:20,greedy
ATM003,Ludhiana,5d71db3d,Withdrawal,17400,2025-05-13 07:54:49,knapsack
ATM003,Ludhiana,a6678de0,Withdrawal,3600,2025-06-11 04:41:20,knapsack
ATM003,Ludhiana,7e80a365,Withdrawal,6700,2025-06-25 19:44:39,knapsack
ATM003,Ludhiana,824ce52b,Withdrawal,700,2025-05-18 03:31:55,greedy
ATM003,Ludhiana,48f29707,Replenishment,360000,2025-07-08 00:41:36,knapsack
ATM003,Ludhiana,af096805,Replenishment,670000,2025-04-15 13:12:20,knapsack
ATM003,Ludhiana,66f16cd7,Replenishment,200000,2025-05-23 02:39:53,knapsack
ATM003,Ludhiana,daad58b2,Withdrawal,8300,2025-06-30 16:37:40,knapsack
ATM003,Ludhiana,bc9258aa,Withdrawal,8500,2025-04-27 01:15:01,knapsack
ATM003,Ludhiana,36d68ac4,Replenishment,770000,2025-05-10 11:00:05,knapsack
ATM003,Ludhiana,93284b44,Withdrawal,9200,2025-05-03 17:02:09,knapsack
ATM003,Ludhiana,f3dbd429,Withdrawal,15500,2025-05-27 00:49:37,knapsack
ATM003,Ludhiana,57feff2d,Withdrawal,11000,2025-04-29 19:51:53,knapsack
ATM003,Ludhiana,a7fc5123,Replenishment,910000,2025-04-21 14:29:07,knapsack
ATM003,Ludhiana,74a6f836,Replenishment,600000,2025-05-30 08:08:17,knapsack
ATM003,Ludhiana,7d72f71f,Replenishment,250000,2025-07-04 03:06:29,knapsack
ATM003,Ludhiana,776e3148,Replenishment,920000,2025-06-28 11:32:01,knapsack
ATM003,Ludhiana,b5eb3e85,Withdrawal,12100,2025-06-27 02:05:58,knapsack
ATM003,Ludhiana,ec24bb0d,Withdrawal,8900,2025-05-22 06:20:28,knapsack
ATM003,Ludhiana,4870bf96,Withdrawal,9000,2025-05-14 22:29:55,knapsack
ATM003,Ludhiana,0c988937,Replenishment,990000,2025-06-28 22:47:41,knapsack
ATM003,Ludhiana,efa7e8f3,Withdrawal,7600,2025-05-28 10:04:19,knapsack
ATM003,Ludhiana,f00a722b,Replenishment,460000,2025-06-18 20:47:48,knapsack
ATM003,Ludhiana,38a4544e,Replenishment,880000,2025-06-14 04:37:49,knapsack
ATM003,Ludhiana,be299704,Withdrawal,12500,2025-07-07 04:20:57,knapsack
ATM003,Ludhiana,ad3aa71e,Withdrawal,5100,2025-07-06 00:52:58,knapsack
ATM003,Ludhiana,1c21715c,Replenishment,490000,2025-06-20 15:17:25,knapsack
ATM003,Ludhiana,218bd66a,Replenishment,240000,2025-05-28 01:23:12,knapsack
ATM003,Ludhiana,3e54cb44,Withdrawal,4700,2025-06-14 22:35:11,knapsack
ATM003,Ludhiana,3760b2a2,Replenishment,890000,2025-04-22 01:55:58,knapsack
ATM003,Ludhiana,a4100dbb,Replenishment,880000,2025-06-09 02:35:38,knapsack
ATM003,Ludhiana,1c950dc7,Replenishment,650000,2025-04-21 04:35:52,knapsack
ATM003,Ludhiana,9b5cb2f2,Withdrawal,7700,2025-04-29 23:18:48,knapsack
ATM003,Ludhiana,b668e533,Replenishment,380000,2025-07-03 07:54:51,knapsack
ATM003,Ludhiana,c72df400,Replenishment,230000,2025-04-18 03:10:39,knapsack
ATM003,Ludhiana,6e54fdb8,Replenishment,570000,2025-07-03 16:53:25,knapsack
ATM003,Ludhiana,934f5f9e,Withdrawal,9300,2025-07-14 04:44:14,knapsack
ATM003,Ludhiana,db68a07b,Withdrawal,17300,2025-04-19 07:04:15,knapsack
ATM003,Ludhiana,945b7185,Replenishment,770000,2025-06-15 15:40:44,knapsack
ATM003,Ludhiana,5be7224d,Withdrawal,12400,2025-05-18 20:55:37,knapsack
ATM003,Ludhiana,48f1a432,Withdrawal,15400,2025-05-23 10:58:23,knapsack
ATM003,Ludhiana,37fdbcf2,Withdrawal,18500,2025-06-12 12:54:59,knapsack
ATM003,Ludhiana,f3688f0b,Replenishment,450000,2025-06-16 20:05:36,knapsack
ATM003,Ludhiana,a95a02b6,Replenishment,990000,2025-07-10 16:13:54,knapsack
ATM003,Ludhiana,8fd917a4,Withdrawal,18100,2025-04-22 01:38:34,knapsack
ATM003,Ludhiana,84b6b811,Replenishment,1000000,2025-05-06 21:58:21,knapsack
ATM003,Ludhiana,db4fe42e,Replenishment,510000,2025-06-30 17:15:45,knapsack
ATM003,Ludhiana,2f2863dd,Withdrawal,10400,2025-06-19 16:45:46,knapsack
ATM003,Ludhiana,8eb3f8a6,Replenishment,270000,2025-05-19 20:51:09,knapsack
ATM003,Ludhiana,62204561,Replenishment,800000,2025-04-30 17:44:17,knapsack
ATM003,Ludhiana,abd3d7c9,Withdrawal,16100,2025-05-01 14:54:46,knapsack
ATM003,Ludhiana,1f1d6be5,Withdrawal,14400,2025-06-05 06:43:52,knapsack
ATM003,Ludhiana,ec3e8ef3,Replenishment,590000,2025-06-05 23:44:06,knapsack
ATM003,Ludhiana,98c4d9a2,Withdrawal,15800,2025-04-26 18:28:15,knapsack
ATM003,Ludhiana,876f20d2,Withdrawal,200,2025-06-10 02:45:10,greedy
ATM003,Ludhiana,fd556d98,Replenishment,260000,2025-06-08 17:45:51,knapsack
ATM003,Ludhiana,2af9a0b7,Withdrawal,17700,2025-06-08 08:48:54,knapsack
ATM003,Ludhiana,677f05be,Withdrawal,3100,2025-07-09 18:05:36,knapsack
ATM003,Ludhiana,31633a12,Withdrawal,1900,2025-06-12 20:27:31,knapsack
ATM003,Ludhiana,efd63278,Withdrawal,4100,2025-04-23 19:35:56,knapsack
ATM003,Ludhiana,a18c39e6,Withdrawal,4500,2025-07-03 21:25:27,knapsack
ATM003,Ludhiana,30eb312e,Withdrawal,4500,2025-05-28 04:36:41,knapsack
ATM003,Ludhiana,ca93bb9d,Replenishment,540000,2025-06-09 11:45:10,knapsack
ATM003,Ludhiana,d0b691ed,Replenishment,100000,2025-06-30 05:04:01,knapsack
ATM003,Ludhiana,a439ad72,Withdrawal,13200,2025-04-20 19:43:26,knapsack
ATM003,Ludhiana,fc77d246,Withdrawal,1500,2025-05-03 07:34:41,greedy
ATM003,Ludhiana,1ac2c5bb,Replenishment,110000,2025-05-04 22:08:46,knapsack
ATM003,Ludhiana,7f0438ad,Withdrawal,19600,2025-04-26 20:12:24,knapsack
ATM003,Ludhiana,7d7c268b,Replenishment,300000,2025-05-06 00:30:45,knapsack
ATM003,Ludhiana,fef2cbb8,Replenishment,850000,2025-05-10 02:51:02,knapsack
ATM003,Ludhiana,ac8e6add,Replenishment,490000,2025-05-11 12:19:48,knapsack
ATM003,Ludhiana,7fa444fa,Withdrawal,100,2025-05-14 01:22:24,greedy
ATM003,Ludhiana,bf81c51e,Replenishment,620000,2025-07-01 23:17:34,knapsack
ATM003,Ludhiana,9581258b,Replenishment,510000,2025-05-14 02:05:56,knapsack
ATM003,Ludhiana,bdfd4e4d,Replenishment,800000,2025-05-14 20:04:04,knapsack
ATM003,Ludhiana,0634433a,Replenishment,920000,2025-07-02 04:32:18,knapsack
ATM003,Ludhiana,1f6c7f47,Withdrawal,10800,2025-04-21 18:31:21,knapsack
ATM003,Ludhiana,7ad5ff70,Withdrawal,13500,2025-04-25 08:23:39,knapsack
ATM003,Ludhiana,9d33cdae,Withdrawal,4100,2025-04-29 09:19:14,knapsack
ATM003,Ludhiana,aa4e9883,Replenishment,850000,2025-05-17 22:50:34,knapsack
ATM003,Ludhiana,0e75b2bd,Replenishment,240000,2025-06-07 01:52:59,knapsack
ATM003,Ludhiana,d5cdd93d,Replenishment,510000,2025-07-02 06:17:58,knapsack
ATM003,Ludhiana,0e3ac650,Replenishment,410000,2025-05-27 04:39:00,knapsack
ATM003,Ludhiana,a0b6201a,Replenishment,810000,2025-05-18 01:29:12,knapsack
ATM003,Ludhiana,9944edb0,Withdrawal,12900,2025-06-02 09:13:53,knapsack
ATM003,Ludhiana,7ddc8d36,Replenishment,280000,2025-06-06 02:45:15,knapsack
ATM003,Ludhiana,d3e7bc50,Withdrawal,13800,2025-04-21 06:49:13,knapsack
ATM003,Ludhiana,4629df2c,Replenishment,590000,2025-05-31 08:31:39,knapsack
ATM003,Ludhiana,b0d95d8d,Replenishment,970000,2025-06-25 16:20:36,knapsack
ATM003,Ludhiana,43fde923,Withdrawal,8900,2025-06-19 20:00:28,knapsack
ATM003,Ludhiana,7dcfd185,Replenishment,980000,2025-05-08 07:49:58,knapsack
ATM003,Ludhiana,166e03f5,Replenishment,920000,2025-06-30 06:26:50,knapsack
ATM003,Ludhiana,0ab0427b,Replenishment,220000,2025-04-16 10:17:39,knapsack
ATM003,Ludhiana,7b98b617,Replenishment,350000,2025-07-12 02:53:14,knapsack
ATM003,Ludhiana,3be536e6,Replenishment,420000,2025-07-11 21:57:32,knapsack
ATM003,Ludhiana,92bb85ec,Withdrawal,17800,2025-06-18 06:04:30,knapsack
ATM003,Ludhiana,846e5f44,Replenishment,710000,2025-04-15 16:03:38,knapsack
ATM003,Ludhiana,a89161b6,Replenishment,550000,2025-06-30 13:12:43,knapsack
ATM003,Ludhiana,a42bb573,Withdrawal,13200,2025-04-26 18:03:57,knapsack
ATM003,Ludhiana,189e76b6,Replenishment,640000,2025-06-28 22:03:24,knapsack
ATM003,Ludhiana,e10bda1b,Withdrawal,7900,2025-04-24 22:03:23,knapsack
ATM003,Ludhiana,21ff3ab3,Replenishment,420000,2025-06-12 13:27:28,knapsack
ATM003,Ludhiana,faef502d,Replenishment,220000,2025-06-13 02:23:44,knapsack
ATM003,Ludhiana,86de3728,Withdrawal,8300,2025-05-29 03:15:04,knapsack
ATM003,Ludhiana,5a501cbd,Withdrawal,17500,2025-06-08 17:47:04,knapsack
ATM003,Ludhiana,b26d6b7a,Withdrawal,6800,2025-06-20 14:45:53,knapsack
ATM003,Ludhiana,5a250925,Replenishment,910000,2025-04-30 01:51:19,knapsack
ATM004,Kolkata,038628df,Withdrawal,2700,2025-06-23 00:53:51,knapsack
ATM004,Kolkata,82ed6ceb,Replenishment,870000,2025-07-01 15:17:35,knapsack
ATM004,Kolkata,52d1f70f,Replenishment,390000,2025-05-26 19:04:35,knapsack
ATM004,Kolkata,4b1a349a,Withdrawal,7200,2025-04-21 21:18:52,knapsack
ATM004,Kolkata,90666cbf,Withdrawal,900,2025-06-19 03:32:49,greedy
ATM004,Kolkata,36798e58,Withdrawal,18100,2025-07-04 08:15:17,knapsack
ATM004,Kolkata,86f5f0a0,Withdrawal,4200,2025-05-22 02:33:46,knapsack
ATM004,Kolkata,f20fe7a8,Withdrawal,2400,2025-04-22 02:58:25,knapsack
ATM004,Kolkata,d686ddb7,Withdrawal,8600,2025-05-07 17:18:13,knapsack
ATM004,Kolkata,38ebb1da,Replenishment,440000,2025-04-21 15:52:14,knapsack
ATM004,Kolkata,0a6d9649,Withdrawal,6300,2025-04-25 20:56:46,knapsack
ATM004,Kolkata,ec0c2bc2,Withdrawal,200,2025-05-03 19:25:19,greedy
ATM004,Kolkata,4dab773a,Replenishment,610000,2025-06-21 14:59:32,knapsack
ATM004,Kolkata,af257b0a,Withdrawal,16100,2025-05-03 02:04:25,knapsack
ATM004,Kolkata,1aa7de41,Replenishment,170000,2025-06-11 09:46:23,knapsack
ATM004,Kolkata,b15061e6,Replenishment,640000,2025-06-26 08:36:18,knapsack
ATM004,Kolkata,485b7801,Withdrawal,3900,2025-06-14 19:03:21,knapsack
ATM004,Kolkata,c38913dc,Withdrawal,3600,2025-07-01 05:22:34,knapsack
ATM004,Kolkata,3955081d,Replenishment,360000,2025-07-13 04:53:41,knapsack
ATM004,Kolkata,74b8626e,Replenishment,270000,2025-06-14 01:17:30,knapsack
ATM004,Kolkata,bd3b2e69,Withdrawal,13400,2025-07-13 16:30:21,knapsack
ATM004,Kolkata,97c696b7,Withdrawal,600,2025-05-19 10:58:44,greedy
ATM004,Kolkata,e721a335,Withdrawal,2600,2025-06-07 20:15:23,knapsack
ATM004,Kolkata,ab6781b3,Withdrawal,17800,2025-05-26 09:47:42,knapsack
ATM004,Kolkata,4eac34b4,Replenishment,190000,2025-06-15 19:54:05,knapsack
ATM004,Kolkata,4670ae8c,Withdrawal,4500,2025-05-31 05:51:26,knapsack
ATM004,Kolkata,de5a1d52,Withdrawal,10700,2025-05-26 18:05:07,knapsack
ATM004,Kolkata,07b53ed5,Withdrawal,10900,2025-06-03 18:13:50,knapsack
ATM004,Kolkata,86ea8b4b,Withdrawal,2200,2025-05-10 10:32:32,knapsack
ATM004,Kolkata,e1d35673,Withdrawal,6000,2025-04-22 06:30:13,knapsack
ATM004,Kolkata,c4ea55cf,Withdrawal,12400,2025-06-15 14:14:55,knapsack
ATM004,Kolkata,25a1e0a7,Replenishment,180000,2025-06-27 11:35:31,knapsack
ATM004,Kolkata,83c9e818,Replenishment,480000,2025-06-15 11:03:15,knapsack
ATM004,Kolkata,c37c716d,Withdrawal,7800,2025-06-26 03:06:11,knapsack
ATM004,Kolkata,8dd1e06e,Withdrawal,6000,2025-07-04 16:02:04,knapsack
ATM004,Kolkata,eff1b46a,Replenishment,650000,2025-05-23 19:46:27,knapsack
ATM004,Kolkata,16395e2c,Replenishment,940000,2025-06-09 20:05:23,knapsack
ATM004,Kolkata,f6d0875f,Replenishment,560000,2025-05-07 13:58:47,knapsack
ATM004,Kolkata,ac9d7aea,Withdrawal,15800,2025-05-27 07:05:21,knapsack
ATM004,Kolkata,c85b018f,Withdrawal,14500,2025-06-25 16:43:52,knapsack
ATM004,Kolkata,d4c9b00a,Replenishment,240000,2025-06-02 13:33:38,knapsack
ATM004,Kolkata,75ce91b6,Withdrawal,2600,2025-05-06 10:39:47,knapsack
ATM004,Kolkata,167e1a53,Withdrawal,12900,2025-06-26 02:48:58,knapsack
ATM004,Kolkata,578bad06,Replenishment,200000,2025-05-08 00:12:27,knapsack
ATM004,Kolkata,b60159cb,Withdrawal,400,2025-06-15 18:04:53,greedy
ATM004,Kolkata,2e309478,Withdrawal,8700,2025-04-15 17:46:39,knapsack
ATM004,Kolkata,d4977fbc,Withdrawal,3000,2025-07-11 11:35:23,knapsack
ATM004,Kolkata,8ea7275f,Replenishment,150000,2025-06-10 22:37:51,knapsack
ATM004,Kolkata,452e1261,Withdrawal,7900,2025-05-30 17:12:03,knapsack
ATM004,Kolkata,74e500af,Withdrawal,6400,2025-05-21 09:35:19,knapsack
ATM004,Kolkata,eeb84b0a,Replenishment,150000,2025-06-15 11:27:18,knapsack
ATM004,Kolkata,f0936eda,Withdrawal,15300,2025-05-14 10:39:47,knapsack
ATM004,Kolkata,2444fb5f,Replenishment,120000,2025-04-27 18:13:56,knapsack
ATM004,Kolkata,4a14f456,Withdrawal,18400,2025-04-22 07:29:07,knapsack
ATM004,Kolkata,b5970672,Withdrawal,5500,2025-05-10 13:06:50,knapsack
ATM004,Kolkata,bc771b22,Withdrawal,12600,2025-06-30 08:35:27,knapsack
ATM004,Kolkata,cd1074d8,Withdrawal,9500,2025-05-05 23:55:42,knapsack
ATM004,Kolkata,e7f91c2a,Withdrawal,4500,2025-05-08 22:15:13,knapsack
ATM004,Kolkata,bf528703,Replenishment,370000,2025-06-05 03:35:08,knapsack
ATM004,Kolkata,a3955090,Withdrawal,1000,2025-04-15 20:50:46,greedy
ATM004,Kolkata,51f2da84,Replenishment,490000,2025-06-18 05:32:10,knapsack
ATM004,Kolkata,169337d3,Replenishment,530000,2025-05-22 12:50:47,knapsack
ATM004,Kolkata,a7fe89a5,Replenishment,310000,2025-06-08 20:57:49,knapsack
ATM004,Kolkata,8ecda923,Withdrawal,16600,2025-05-27 09:26:59,knapsack
ATM004,Kolkata,2ed950c8,Withdrawal,11200,2025-05-25 11:43:36,knapsack
ATM004,Kolkata,7f7b46db,Withdrawal,2100,2025-06-28 22:18:18,knapsack
ATM004,Kolkata,d753a63c,Replenishment,510000,2025-04-27 14:07:27,knapsack
ATM004,Kolkata,d59a9b6b,Replenishment,540000,2025-07-04 12:37:58,knapsack
ATM004,Kolkata,be25a986,Withdrawal,900,2025-06-09 09:44:05,greedy
ATM004,Kolkata,a8df835f,Replenishment,470000,2025-05-11 12:56:14,knapsack
ATM004,Kolkata,df7fd506,Withdrawal,10900,2025-07-02 13:29:00,knapsack
ATM004,Kolkata,774e08d1,Replenishment,890000,2025-04-26 21:35:49,knapsack
ATM004,Kolkata,f87900bd,Replenishment,740000,2025-05-20 14:30:20,knapsack
ATM004,Kolkata,bf20f2e9,Replenishment,150000,2025-04-21 20:02:01,knapsack
ATM004,Kolkata,9b43ced3,Withdrawal,14400,2025-06-18 08:20:00,knapsack
ATM004,Kolkata,05ddfeae,Withdrawal,1500,2025-06-21 03:03:32,greedy
ATM004,Kolkata,c3f8d5a9,Withdrawal,3600,2025-06-16 07:43:11,knapsack
ATM004,Kolkata,badfa591,Replenishment,150000,2025-06-14 12:07:05,knapsack
ATM004,Kolkata,fff48119,Replenishment,880000,2025-04-21 19:04:53,knapsack
ATM004,Kolkata,3df555c9,Withdrawal,11000,2025-05-03 09:15:30,knapsack
ATM004,Kolkata,7ea4c69d,Replenishment,740000,2025-04-22 21:52:02,knapsack
ATM004,Kolkata,7c9130d2,Replenishment,620000,2025-05-03 08:24:30,knapsack
ATM004,Kolkata,650ee743,Withdrawal,6400,2025-07-01 13:57:44,knapsack
ATM004,Kolkata,ba0b00a4,Withdrawal,19200,2025-05-23 12:50:12,knapsack
ATM004,Kolkata,6bb8b4a0,Replenishment,530000,2025-06-16 23:57:44,knapsack
ATM004,Kolkata,6d68ef81,Withdrawal,15800,2025-06-10 03:34:47,knapsack
ATM004,Kolkata,ae280a21,Replenishment,580000,2025-06-04 09:44:13,knapsack
ATM004,Kolkata,8d3044a6,Withdrawal,16300,2025-06-19 17:47:21,knapsack
ATM004,Kolkata,41b4b31f,Replenishment,970000,2025-07-13 06:25:02,knapsack
ATM004,Kolkata,c3bf98a7,Replenishment,210000,2025-06-23 07:07:47,knapsack
ATM004,Kolkata,55a0e9ee,Replenishment,450000,2025-05-03 13:37:19,knapsack
ATM004,Kolkata,a4bac88f,Withdrawal,15100,2025-05-10 07:10:41,knapsack
ATM004,Kolkata,774e522e,Withdrawal,5600,2025-06-28 12:27:54,knapsack
ATM004,Kolkata,bc3313a2,Replenishment,230000,2025-06-25 12:01:00,knapsack
ATM004,Kolkata,cc15b2ee,Withdrawal,12900,2025-07-01 04:17:20,knapsack
ATM004,Kolkata,9c2b7fb4,Replenishment,970000,2025-07-14 13:16:48,knapsack
ATM004,Kolkata,0fadc5f0,Withdrawal,12400,2025-07-09 12:12:28,knapsack
ATM004,Kolkata,29223978,Withdrawal,8800,2025-06-06 15:37:10,knapsack
ATM004,Kolkata,2ba7c64e,Replenishment,320000,2025-06-19 09:14:22,knapsack
ATM004,Kolkata,50e99b5d,Replenishment,290000,2025-06-11 06:47:29,knapsack
ATM004,Kolkata,61917305,Withdrawal,13700,2025-05-30 09:46:40,knapsack
ATM004,Kolkata,37f504d5,Withdrawal,6300,2025-04-27 06:23:19,knapsack
ATM004,Kolkata,df4a2135,Replenishment,160000,2025-05-30 18:16:08,knapsack
ATM004,Kolkata,9f0914a3,Replenishment,190000,2025-05-01 10:11:36,knapsack
ATM004,Kolkata,245fa24c,Withdrawal,3000,2025-05-25 21:02:24,knapsack
ATM004,Kolkata,dac08edb,Replenishment,910000,2025-05-05 07:40:04,knapsack
ATM004,Kolkata,571999e2,Replenishment,260000,2025-07-09 08:09:41,knapsack
ATM004,Kolkata,11a81e98,Replenishment,220000,2025-05-30 23:21:22,knapsack
ATM004,Kolkata,77f2113a,Withdrawal,5300,2025-04-18 06:08:47,knapsack
ATM004,Kolkata,8c47dd49,Replenishment,590000,2025-05-07 17:43:07,knapsack
ATM004,Kolkata,61a0efb2,Withdrawal,14000,2025-04-15 18:20:06,knapsack
ATM004,Kolkata,44ae9ab7,Replenishment,180000,2025-04-23 22:24:14,knapsack
ATM004,Kolkata,90a81c3e,Replenishment,530000,2025-06-16 21:21:58,knapsack
ATM004,Kolkata,cdb8d31c,Withdrawal,13600,2025-04-29 21:18:07,knapsack
ATM004,Kolkata,5a4a8a9f,Replenishment,320000,2025-06-14 06:24:38,knapsack
ATM004,Kolkata,0d448b89,Withdrawal,19400,2025-04-19 06:59:56,knapsack
ATM004,Kolkata,cf4bcfa6,Replenishment,980000,2025-06-02 06:10:46,knapsack
ATM004,Kolkata,aa4300c9,Replenishment,810000,2025-07-06 08:34:58,knapsack
ATM004,Kolkata,fa75a412,Replenishment,510000,2025-05-31 13:56:39,knapsack
